Year,Player,GS,MP,PER,TRB%,AST%,STL%,BLK%,TOV%,WS,FG%,3P%,2P%,FTA,FT%,PTS,mvp
2012,Russell Westbrook,66,2331,22.9,7.4,29.8,2.5,0.7,14.2,7.9,0.457,0.316,0.482,413,0.823,1558,Not MVP
2012,Stephen Curry,23,732,21.2,6.8,32.3,2.8,0.8,17,2.2,0.49,0.455,0.514,47,0.809,383,Not MVP
2012,Steve Nash,62,1961,20.3,5.3,53.1,1,0.3,27.1,5.9,0.532,0.39,0.58,142,0.894,772,Not MVP
2012,Tim Duncan,58,1634,22.5,18.3,13.5,1.2,3.9,10.3,5.9,0.492,0,0.495,249,0.695,895,Not MVP
2013,Dirk Nowitzki,47,1661,19.8,12.2,13.5,1.2,1.7,7.9,5,0.471,0.414,0.487,193,0.86,917,Not MVP
2013,Kevin Durant,81,3119,28.3,11.8,21.7,1.9,2.6,13.7,18.9,0.51,0.416,0.539,750,0.905,2280,Not MVP
2013,Kevin Garnett,68,2022,19.2,15.5,14.4,2,2.4,10.5,5.6,0.496,0.125,0.504,201,0.786,1004,Not MVP
2013,Kobe Bryant,78,3013,23,7.9,29.7,1.8,0.6,13.3,10.9,0.463,0.324,0.51,626,0.839,2133,Not MVP
2013,LeBron James,76,2877,31.6,13.1,36.4,2.4,1.9,12.4,19.3,0.565,0.406,0.602,535,0.753,2036,MVP
2013,Russell Westbrook,82,2861,23.9,8.6,38.4,2.6,0.6,13.2,11.6,0.438,0.323,0.466,575,0.8,1903,Not MVP
2013,Stephen Curry,78,2983,21.3,5.8,31.1,2.1,0.3,13.7,11.2,0.451,0.453,0.449,291,0.9,1786,Not MVP
2013,Steve Nash,50,1627,16,4.8,32.8,0.9,0.2,19.3,4.3,0.497,0.438,0.519,116,0.922,636,Not MVP
2013,Tim Duncan,69,2078,24.4,19.1,15.5,1.2,6.4,11.7,8.3,0.502,0.286,0.504,300,0.817,1227,Not MVP
2014,Derrick Rose,10,311,9.7,5.9,26.2,0.9,0.2,16,-0.2,0.354,0.34,0.359,32,0.844,159,Not MVP
2014,Dirk Nowitzki,80,2628,23.6,10.9,14.2,1.4,1.4,7.5,10.9,0.497,0.398,0.532,376,0.899,1735,Not MVP
2014,Kevin Durant,81,3122,29.8,10.8,26.7,1.7,1.5,12.2,19.2,0.503,0.391,0.549,805,0.873,2593,MVP
2014,Kevin Garnett,54,1109,13.3,19.3,12.4,2,3,15.5,1.2,0.441,0,0.445,47,0.809,352,Not MVP
2014,Kobe Bryant,6,177,10.7,7.8,34.6,1.9,0.4,29.2,-0.4,0.425,0.188,0.491,21,0.857,83,Not MVP
2014,LeBron James,77,2902,29.3,11.5,32,2.2,0.8,14.4,15.9,0.567,0.379,0.622,585,0.75,2089,Not MVP
2014,Russell Westbrook,46,1412,24.7,10.5,40.2,3.1,0.4,16.1,5.2,0.437,0.318,0.482,293,0.826,1002,Not MVP
2014,Stephen Curry,78,2846,24.1,6.4,39.9,2.2,0.4,16.1,13.4,0.471,0.424,0.509,348,0.885,1873,Not MVP
2014,Steve Nash,10,313,12.2,4.9,40.3,1.1,0.5,22.9,0.1,0.383,0.333,0.4,24,0.917,102,Not MVP
2014,Tim Duncan,74,2158,21.3,18.8,16,1,4.6,13.2,7.4,0.49,0,0.493,316,0.731,1119,Not MVP
2015,Derrick Rose,51,1530,15.9,5.7,30.7,1.2,0.8,14.9,1.2,0.405,0.28,0.465,187,0.813,904,Not MVP
2015,Dirk Nowitzki,77,2282,19.2,11,10.4,0.9,1.2,6.5,7.2,0.459,0.38,0.486,289,0.882,1333,Not MVP
2015,Kevin Durant,27,913,27.6,10.4,22.2,1.3,2.2,12,4.8,0.51,0.403,0.565,171,0.854,686,Not MVP
2015,Kevin Garnett,94,1904,16.43333333,17.4,13.46666667,2.533333333,1.933333333,9.566666667,1.266666667,0.501,0.103333333,0.512,30,0.709666667,646,Not MVP
2015,Kobe Bryant,35,1207,17.6,9.1,29.9,2,0.5,13.5,0.2,0.373,0.293,0.401,241,0.813,782,Not MVP
2015,LeBron James,69,2493,25.9,9.6,38.6,2.3,1.6,15.3,10.4,0.488,0.354,0.536,528,0.71,1743,Not MVP
2015,Russell Westbrook,67,2302,29.1,11.4,47,3,0.5,14.3,10.6,0.426,0.299,0.457,654,0.835,1886,Not MVP
2015,Stephen Curry,80,2613,28,7,38.6,3,0.5,14.3,15.7,0.487,0.443,0.528,337,0.914,1900,MVP
2015,Tim Duncan,77,2227,22.6,17.9,16.8,1.4,5.1,12.1,9.6,0.512,0.286,0.514,311,0.74,1070,Not MVP
2016,Derrick Rose,66,2097,13.5,5.6,25.5,1.1,0.5,13.4,0.4,0.427,0.293,0.449,179,0.793,1080,Not MVP
2016,Dirk Nowitzki,75,2364,19,11.4,10.1,1.1,1.8,6.4,6.8,0.448,0.368,0.483,280,0.893,1372,Not MVP
2016,Kevin Durant,72,2578,28.2,12.4,24.2,1.3,2.5,13.5,14.5,0.505,0.387,0.569,498,0.898,2029,Not MVP
2016,Kevin Garnett,38,556,12.3,15.7,16.4,2.5,1.5,11.4,1.1,0.47,0,0.474,21,0.667,122,Not MVP
2016,Kobe Bryant,66,1863,14.9,7.1,19.1,1.7,0.5,9.4,-0.4,0.358,0.285,0.41,281,0.826,1161,Not MVP
2016,LeBron James,76,2709,27.5,11.8,36,2,1.5,13.2,13.6,0.52,0.309,0.573,491,0.731,1920,Not MVP
2016,Russell Westbrook,80,2750,27.6,12.4,49.6,2.9,0.6,16.8,14,0.454,0.296,0.503,573,0.812,1878,Not MVP
2016,Stephen Curry,79,2700,31.5,8.6,33.7,3,0.4,12.9,17.9,0.504,0.454,0.566,400,0.908,2375,MVP
2016,Tim Duncan,60,1536,16.9,16.6,15.3,1.6,3.9,15.3,5.2,0.488,0,0.49,131,0.702,522,Not MVP
2017,Derrick Rose,64,2082,17,6.4,22.8,1.1,0.7,11.9,3,0.471,0.217,0.487,253,0.874,1154,Not MVP
2017,Dirk Nowitzki,54,1424,17,14.4,10.6,1.1,2.4,6.6,2.5,0.437,0.378,0.463,112,0.875,769,Not MVP
2017,Kevin Durant,62,2070,27.6,13.6,23.1,1.5,3.8,10.4,12,0.537,0.375,0.608,384,0.875,1555,Not MVP
2017,LeBron James,74,2794,27,12.6,41.3,1.6,1.3,16.1,12.9,0.548,0.363,0.611,531,0.674,1954,Not MVP
2017,Russell Westbrook,81,2802,30.6,17.1,57.3,2.3,0.9,15.9,13.1,0.425,0.343,0.459,840,0.845,2558,MVP
2017,Stephen Curry,79,2638,24.6,7.3,31.1,2.6,0.5,13,12.6,0.468,0.411,0.537,362,0.898,1999,Not MVP
1990,A.C. Green,82,2709,14.7,15.1,4.6,1.2,1.1,10.7,7.7,0.478,0.283,0.489,370,0.751,1061,Not MVP
1990,Adrian Branch,0,91,16.9,13.2,8.8,3.5,0,10.2,0,0.41,1,0.4,22,0.636,65,Not MVP
1990,Adrian Caldwell,0,331,9.5,17.4,2.8,1.6,3.2,26.6,0.4,0.553,,0.553,28,0.464,97,Not MVP
1990,Adrian Dantley*,45,1300,15.4,7.5,9.6,0.8,0.3,11.2,3.1,0.477,0,0.479,254,0.787,662,Not MVP
1990,Alex English*,80,2211,17.9,6.8,15.6,1.1,0.6,6.3,5.1,0.491,0.4,0.491,183,0.88,1433,Not MVP
1990,Alexander Volkov,4,937,11.9,7.3,12.3,1.9,1.4,13.4,1.4,0.482,0.382,0.496,120,0.583,357,Not MVP
1990,Alton Lister,0,40,10.9,10.7,6.4,1.1,0,0,0.1,0.5,0,0.571,7,0.571,12,Not MVP
1990,Alvin Robertson,81,2599,18.9,12.3,25.6,3.9,0.4,17,7.5,0.503,0.154,0.513,266,0.741,1153,Not MVP
1990,Andre Turner,0,230,3.866666667,5.066666667,24.33333333,3.033333333,0,23.23333333,-0.2,0.267666667,0,0.282666667,2.666666667,1,52,Not MVP
1990,Andrew Lang,0,1011,13.2,14.7,2.6,1,7.4,15.9,3,0.557,,0.557,98,0.653,258,Not MVP
1990,Anthony Bowie,0,918,8.8,6.8,13.9,2.2,0.3,15.7,0.7,0.406,0.286,0.415,54,0.741,284,Not MVP
1990,Anthony Jones,0,650,7.6,7.2,6.3,2.5,1.5,15.8,0,0.371,0.308,0.376,69,0.681,195,Not MVP
1990,Anthony Mason,0,108,6.9,16.7,9.7,0.9,1.1,19.1,-0.1,0.35,,0.35,15,0.6,37,Not MVP
1990,Antoine Carr,8,3454,16.3,10.63333333,10.73333333,0.866666667,2.4,13.23333333,2.3,0.497333333,0,0.503,198.6666667,0.792,1898,Not MVP
1990,Armen Gilliam,132,4852,15.96666667,14.1,5.8,1.3,1.233333333,13,3.033333333,0.490666667,0,0.491666667,279.3333333,0.715333333,2542,Not MVP
1990,Avery Johnson,10,575,11.6,4.4,36.4,2.3,0.1,23.1,0.5,0.387,0.25,0.391,40,0.725,140,Not MVP
1990,B.J. Armstrong,0,1291,11.9,4.7,20.7,1.8,0.3,16.3,1.7,0.485,0.5,0.484,78,0.885,452,Not MVP
1990,Ben Coleman,0,305,12.2,16.4,5.6,1.1,1.4,18.4,0.5,0.474,0,0.479,41,0.829,126,Not MVP
1990,Benoit Benjamin,58,2313,16.7,16.2,10.1,1.2,4.8,18.4,5.4,0.526,0,0.527,321,0.732,959,Not MVP
1990,Bernard King*,82,2687,18.8,8.1,21.8,0.9,0.1,12.8,5.5,0.487,0.13,0.493,513,0.803,1837,Not MVP
1990,Bill Cartwright,71,2160,12.8,12.7,8.9,0.9,1,14.6,4.5,0.488,,0.488,280,0.811,811,Not MVP
1990,Bill Hanzlik,0,1605,10.3,6.8,14,2.2,1,15.4,2.9,0.452,0.194,0.474,183,0.743,500,Not MVP
1990,Bill Laimbeer,81,2675,15.8,16.6,9.1,1.1,2,10.1,10.1,0.484,0.361,0.515,192,0.854,981,Not MVP
1990,Bill Wennington,2,814,10.6,13.8,7.3,1.2,1.6,15.8,1.2,0.449,0,0.457,75,0.8,270,Not MVP
1990,Billy Thompson,45,2142,14.7,14.2,11.4,1.2,2.5,16.2,3.6,0.516,0.5,0.516,185,0.622,867,Not MVP
1990,Blair Rasmussen,55,1995,16,15.6,5.7,0.9,3,7.3,5.2,0.497,0,0.498,134,0.828,1001,Not MVP
1990,Blue Edwards,49,1889,10.7,7.8,11.2,2,1.2,18.9,2.7,0.507,0.3,0.519,203,0.719,727,Not MVP
1990,Bob Hansen,81,2174,8.5,6.2,9.5,1.2,0.3,11.7,2.8,0.467,0.351,0.51,64,0.516,617,Not MVP
1990,Bob McCann,0,62,12.4,11,13.7,1.6,2,18.1,0.1,0.333,,0.333,14,0.857,26,Not MVP
1990,Bob Thornton,0,592,6.1,12.7,3.7,1.7,1.2,20.7,0.3,0.429,0.333,0.431,51,0.51,123,Not MVP
1990,Brad Daugherty,40,1438,16,14.5,14.2,1,0.9,14.8,3.1,0.479,0,0.481,287,0.704,690,Not MVP
1990,Brad Davis,2,1292,13.7,4.1,27.6,1.8,0.4,17.4,2.9,0.49,0.337,0.552,100,0.77,470,Not MVP
1990,Brad Lohaus,82,3886,13.26666667,11.76666667,13.8,1.466666667,2.833333333,14.06666667,2.2,0.461,0.262,0.491666667,68.66666667,0.745666667,1464,Not MVP
1990,Brad Sellers,0,1400,8.366666667,8.2,5.166666667,1.633333333,1.966666667,14.46666667,0.133333333,0.389666667,0,0.399,48.66666667,0.782666667,528,Not MVP
1990,Brian Quinnett,0,193,3.9,8.1,7.4,0.8,1.2,6.3,-0.1,0.328,0,0.339,3,0.667,40,Not MVP
1990,Brian Rowsom,2,559,13.6,13.3,5.7,1.6,1.2,10.4,1,0.436,0.5,0.435,83,0.819,225,Not MVP
1990,Buck Johnson,82,2832,12.9,7.1,12.7,1.7,1.3,12.8,6.2,0.495,0.118,0.501,270,0.759,1215,Not MVP
1990,Buck Williams,82,2801,14.3,15.5,5.5,1.2,0.8,15.3,8.7,0.548,0,0.548,408,0.706,1114,Not MVP
1990,Byron Dinkins,0,362,10.9,5.8,27.3,2.5,0.3,23.2,0.3,0.404,0.111,0.43,30,0.867,115,Not MVP
1990,Byron Irvin,2,488,15.6,8.2,13.7,2.7,0.1,13.8,1.2,0.473,0.357,0.481,91,0.67,258,Not MVP
1990,Byron Scott,77,2593,14.3,5.3,15.5,1.5,0.7,10,6,0.47,0.423,0.483,209,0.766,1197,Not MVP
1990,Caldwell Jones,2,885,7.2,14.6,2.9,1.1,1.9,22.2,1.3,0.465,0.2,0.475,54,0.704,173,Not MVP
1990,Calvin Natt,0,164,14.4,12.5,7.5,0.3,0,10.9,0.5,0.645,,0.645,22,0.773,57,Not MVP
1990,Carlton McKinney,0,104,0.6,6.6,8.8,2.8,0.6,17.2,-0.3,0.25,0,0.258,4,0.5,18,Not MVP
1990,Charles Davis,0,429,6.7,11.1,5.6,1.2,1.2,11,-0.2,0.367,0.28,0.383,8,0.875,130,Not MVP
1990,Charles Jones,81,2240,9.2,12.1,7.2,1.1,5,24.7,3.8,0.508,,0.508,105,0.648,256,Not MVP
1990,Charles Oakley,61,2196,15.9,18.4,9.3,1.4,0.4,17.7,6,0.524,0,0.527,285,0.761,889,Not MVP
1990,Charles Shackleford,37,1557,12.3,16.3,5.6,1.2,1.3,16.5,1.5,0.462,0,0.463,115,0.687,573,Not MVP
1990,Charles Smith,76,3251,16.4,9.15,15.9,2.4,1.45,14.1,5.25,0.482,0.0415,0.496,324,0.7455,1816,Not MVP
1990,Chris Dudley,60,2712,9.5,17,4.1,1.5,3.2,16.13333333,0.1,0.413666667,,0.413666667,121.3333333,0.320666667,700,Not MVP
1990,Chris Morris,76,2449,14.8,9.2,9.5,2.6,1.9,13.3,3.2,0.422,0.316,0.445,316,0.722,1187,Not MVP
1990,Chris Mullin*,78,2830,22.7,8.7,17.5,2,0.9,13.6,10.2,0.536,0.372,0.573,568,0.889,1956,Not MVP
1990,Chris Welp,6,396,4.666666667,12.9,7.3,1.3,1.766666667,17.7,0.033333333,0.367333333,,0.367333333,16.66666667,0.681,130,Not MVP
1990,Chuck Nevitt,0,9,12.1,17.6,16.9,0,6.5,50,0,1,,1,0,,4,Not MVP
1990,Chuck Person,73,2714,16.6,9.6,13.5,1,0.4,11.1,5.4,0.487,0.372,0.517,270,0.781,1515,Not MVP
1990,Chucky Brown,35,1339,11.9,9.7,5.7,1.2,1.2,11.7,2.2,0.47,0,0.477,164,0.762,545,Not MVP
1990,Cliff Levingston,5,1706,12.1,10.8,6.3,1.6,1.5,9.3,3.4,0.509,0.2,0.513,122,0.68,516,Not MVP
1990,Clifford Lett,0,28,-9,0,4.4,0,0,20,-0.1,0.25,,0.25,0,,4,Not MVP
1990,Clifford Robinson,0,1565,9.3,10.7,6.5,1.6,2.1,13,0.3,0.397,0.273,0.405,251,0.55,746,Not MVP
1990,Clyde Drexler*,73,2683,22.2,10.3,24.8,2.5,1.2,11,11.6,0.494,0.283,0.512,430,0.774,1703,Not MVP
1990,Corey Gaines,0,81,6.2,3.5,39.2,2.5,0,42.1,-0.1,0.333,0.5,0.3,4,0.25,10,Not MVP
1990,Craig Ehlo,64,2894,14.5,8.5,19.5,2.2,0.5,13.6,6.5,0.464,0.419,0.48,185,0.681,1102,Not MVP
1990,Craig Hodges,0,1055,12.5,3,13.8,1.4,0.1,8,2.6,0.438,0.481,0.387,33,0.909,407,Not MVP
1990,Dale Ellis,49,2033,19,6.9,8.7,1.5,0.2,9.6,6.4,0.497,0.375,0.538,236,0.818,1293,Not MVP
1990,Dan Majerle,23,2244,13.5,10.5,11,2.1,0.8,9.2,5.5,0.424,0.238,0.448,260,0.762,809,Not MVP
1990,Dana Barros,25,1630,12.8,4.7,18.3,1.6,0,13.5,1.8,0.405,0.399,0.408,110,0.809,782,Not MVP
1990,Danny Ainge,68,2727,16.1,6.8,25.5,2.1,0.4,12.7,4.8,0.438,0.374,0.46,267,0.831,1342,Not MVP
1990,Danny Manning,42,2269,16.3,10.6,12.8,1.9,1,16,5.3,0.533,0,0.536,370,0.741,1154,Not MVP
1990,Danny Schayes,22,1194,16.5,15,6.4,1.6,2.2,13.9,4.5,0.494,0,0.5,264,0.852,551,Not MVP
1990,Danny Young,8,1393,11.5,4.8,20.7,2.8,0.2,17.5,3,0.421,0.271,0.454,112,0.813,383,Not MVP
1990,Darrell Griffith,1,1444,13.6,6.7,6.9,2.4,0.8,9.9,2.5,0.464,0.372,0.509,78,0.654,733,Not MVP
1990,Darrell Walker,81,2883,15.6,13.4,28.4,2.3,0.6,18.1,6.3,0.454,0.095,0.465,201,0.687,772,Not MVP
1990,Dave Corzine,3,79,3.2,12,3.5,1.2,0,21.1,-0.2,0.379,,0.379,2,0,22,Not MVP
1990,Dave Greenwood,0,205,10.9,21.6,8,1,2.8,19.8,0.4,0.423,,0.423,29,0.552,60,Not MVP
1990,Dave Hoppen,2,135,7.7,15.1,6.3,0.7,0.5,15,0,0.39,,0.39,10,0.8,40,Not MVP
1990,David Rivers,11,724,9.9,6.7,29.4,2.1,0,27.6,-0.2,0.406,0,0.417,78,0.756,219,Not MVP
1990,David Wingate,2,1856,9.4,5.9,15.1,2.3,0.6,19,1.9,0.448,0,0.46,112,0.777,527,Not MVP
1990,Delaney Rudd,2,850,8.6,3.8,29.4,1.3,0.1,23.8,0.1,0.429,0.286,0.468,53,0.66,273,Not MVP
1990,Dell Curry,13,1860,15.9,5.1,14.7,2.6,0.8,8.8,1.8,0.466,0.354,0.485,104,0.923,1070,Not MVP
1990,Dennis Hopson,64,2551,13.6,5.8,9.6,1.9,1.2,11.9,3.1,0.434,0.317,0.446,342,0.792,1251,Not MVP
1990,Dennis Johnson*,65,2036,12.4,5.5,29.7,1.9,0.4,17.9,3.8,0.434,0.042,0.455,140,0.843,531,Not MVP
1990,Dennis Rodman*,43,2377,15.4,19,4.2,1.1,1.6,13.2,9.3,0.581,0.111,0.589,217,0.654,719,Not MVP
1990,Derek Harper,82,3007,19.8,4.6,32.2,3.2,0.5,13.7,9.9,0.488,0.371,0.519,315,0.794,1473,Not MVP
1990,Derek Smith,7,1405,13.7,6.9,11.4,1.2,0.9,12.5,2.9,0.508,0.444,0.513,186,0.699,668,Not MVP
1990,Derrick Chievous,0,1182,12.9,8.233333333,7.233333333,1.933333333,0.533333333,12.86666667,0.8,0.446666667,0.236,0.453666667,74,0.738,586,Not MVP
1990,Derrick Gervin,0,339,22.9,10.2,4.5,2.9,1.2,4.8,1.3,0.472,0,0.479,89,0.73,251,Not MVP
1990,Derrick McKey,80,2748,15.6,10.4,9.7,1.6,1.9,14.6,6.3,0.493,0.13,0.502,403,0.782,1254,Not MVP
1990,Detlef Schrempf,18,2573,17.6,14.1,14,1.1,0.4,14.8,8.1,0.516,0.354,0.526,490,0.82,1267,Not MVP
1990,Dexter Shouse,0,18,-6.8,0,12.8,2.8,3.4,33.3,-0.1,0,0,0,0,,0,Not MVP
1990,Doc Rivers,44,1526,17.2,7.6,23.9,3.8,0.9,15,4,0.454,0.364,0.469,170,0.812,598,Not MVP
1990,Dominique Wilkins*,79,2888,24.6,10.4,11.8,2.2,1,8.3,11.1,0.484,0.322,0.504,569,0.807,2138,Not MVP
1990,Donald Royal,0,746,15.2,11,9.4,2.3,0.7,19.2,1.3,0.459,0,0.461,197,0.777,387,Not MVP
1990,Doug Roth,0,412,8.2,15.7,5.9,0.9,1.8,14.8,0.4,0.43,0,0.435,14,0.5,81,Not MVP
1990,Doug West,0,378,7.5,11.1,7.5,1.4,1.1,17.2,-0.1,0.393,0.273,0.403,32,0.813,135,Not MVP
1990,Drazen Petrovic*,0,967,15.5,6.2,17.5,1.1,0.1,16.2,2.8,0.485,0.459,0.49,160,0.844,583,Not MVP
1990,Duane Ferrell,0,29,8.1,13.9,9.9,1.7,0,10.7,-0.1,0.357,0,0.385,6,0.333,12,Not MVP
1990,Dyron Nix,0,109,8.2,14,6.4,1.4,0.5,13.2,0,0.359,,0.359,16,0.688,39,Not MVP
1990,Ed Horton,10,374,14.5,15.6,7.3,1.2,0.8,16.9,0.4,0.494,0,0.506,69,0.609,202,Not MVP
1990,Ed Nealy,0,503,11.1,16.2,6.8,1.6,0.5,16.2,1.3,0.529,0,0.544,41,0.732,104,Not MVP
1990,Ed Pinckney,50,1082,13.7,11.5,8.1,1.5,2.2,15.7,2.9,0.542,0,0.544,119,0.773,362,Not MVP
1990,Eddie Hughes,7,892,8.3,4.1,15.4,2.5,0.1,15.2,1,0.411,0.408,0.412,34,0.676,209,Not MVP
1990,Eddie Johnson,4,1811,14.9,7.4,8.9,0.8,0.3,9.8,3.9,0.453,0.38,0.472,205,0.917,1080,Not MVP
1990,Eddie Lee,0,972,9.9,15.1,2.3,0.9,1.1,16.3,0.8,0.455,0,0.458,147,0.605,371,Not MVP
1990,Eric Johnson,2,272,4.6,6,30.7,3.1,0.5,22.1,-0.4,0.238,0.167,0.244,17,0.765,54,Not MVP
1990,Eric Leckner,0,764,12.1,14.7,3.7,1,1.9,18.9,1.7,0.563,,0.563,109,0.743,331,Not MVP
1990,Fat Lever,79,2832,19.9,13.6,24.8,2.7,0.3,9.8,8.8,0.443,0.414,0.445,337,0.804,1443,Not MVP
1990,Frank Brickowski,12,1438,13.3,12.8,10.3,2.2,1.6,17.2,3.8,0.545,0,0.548,141,0.674,517,Not MVP
1990,Frank Kornet,0,438,6.1,9.3,6.3,1.6,0.4,14.9,0,0.368,0.25,0.394,39,0.615,113,Not MVP
1990,Fred Roberts,66,2235,11.6,8,9.3,1.2,0.7,14.4,3.5,0.495,0.182,0.501,249,0.783,857,Not MVP
1990,Gary Grant,44,1529,15.3,7.3,42.5,3.4,0.2,26.7,1.3,0.466,0.238,0.476,113,0.779,575,Not MVP
1990,Gary Leonard,0,127,6.2,12.8,1.2,1.2,4.7,17.7,0,0.419,0,0.433,14,0.429,32,Not MVP
1990,Gary Voce,0,4,19.2,28,0,0,0,0,0,0.333,,0.333,0,,2,Not MVP
1990,George McCloud,0,413,4.6,5.9,14.7,2.3,0.4,19.1,-0.7,0.313,0.325,0.308,19,0.789,118,Not MVP
1990,Gerald Henderson,0,928,10.96666667,5.3,20.16666667,1.966666667,0.233333333,18.46666667,0.8,0.471666667,0.442666667,0.488666667,10,0.856333333,270,Not MVP
1990,Gerald Wilkins,80,2609,14.3,7.9,18.5,1.8,0.5,14.5,4.4,0.457,0.312,0.477,259,0.803,1191,Not MVP
1990,Glen Rice,60,2311,11.3,8.4,9.1,1.4,0.7,9.1,1.4,0.439,0.246,0.452,124,0.734,1048,Not MVP
1990,Grant Long,31,1856,11.6,12,7.2,2.3,1.2,17.9,2.7,0.483,0,0.486,241,0.714,686,Not MVP
1990,Greg Anderson,28,1291,13,16.6,2.7,1.2,2.6,13.6,2,0.507,,0.507,170,0.535,529,Not MVP
1990,Greg Butler,0,33,-4.9,15.1,3.9,0,0,18.9,-0.1,0.25,,0.25,2,0,6,Not MVP
1990,Greg Dreiling,0,307,6,16.6,3.3,0.6,2.7,21.8,0.2,0.377,,0.377,34,0.735,65,Not MVP
1990,Greg Grant,3,678,9.7,4.8,32.2,2.5,0.1,24.1,-0.1,0.384,0.188,0.4,59,0.661,208,Not MVP
1990,Greg Kite,47,1515,7,14.1,6.5,1,2,22.8,0.8,0.432,1,0.429,54,0.5,230,Not MVP
1990,Greg Stokes,0,34,-8.2,8.3,0,0,0,23.3,-0.2,0.111,,0.111,2,1,4,Not MVP
1990,Harold Pressley,10,1603,13.7,10.9,13.5,1.8,1.3,12.3,2.3,0.424,0.311,0.464,141,0.78,636,Not MVP
1990,Harvey Grant,25,1846,12,10,9.4,1.4,1.3,11.4,2.6,0.473,0,0.479,137,0.701,664,Not MVP
1990,Haywoode Workman,0,16,26.1,10.8,16.9,9.4,0,0,0.1,0.667,,0.667,2,1,6,Not MVP
1990,Henry Turner,1,315,14.2,9,10.7,2.7,1.3,14.7,0.3,0.475,0,0.487,65,0.615,156,Not MVP
1990,Herb Williams,19,2199,10.4,10.1,7.9,1.2,3,12.6,2.2,0.444,0.222,0.447,159,0.679,700,Not MVP
1990,Hersey Hawkins,82,2856,17,6,13.3,2.3,0.6,12.2,8,0.46,0.42,0.468,436,0.888,1515,Not MVP
1990,Horace Grant,80,2753,16.6,13.5,11.3,1.7,1.9,10.2,8,0.523,,0.523,256,0.699,1071,Not MVP
1990,Hot Rod,29,2776,19,13.4,9.8,1.6,3.6,10.2,8.7,0.493,,0.493,440,0.739,1381,Not MVP
1990,Isiah Thomas*,81,2993,17.3,5.9,39.4,2.4,0.4,17.8,6.7,0.438,0.309,0.453,377,0.775,1492,Not MVP
1990,J.R. Reid,82,2757,10.2,14.2,5.3,1.6,1.2,15.5,1.1,0.44,0,0.443,289,0.664,908,Not MVP
1990,Jack Haley,52,2168,9.666666667,15.9,5.366666667,0.533333333,0.8,17.7,0.2,0.414,0,0.415,83.33333333,0.780333333,722,Not MVP
1990,Jack Sikma,70,2250,14.7,12.5,14.6,1.7,1.3,12.9,5,0.416,0.342,0.439,260,0.885,986,Not MVP
1990,James Donaldson,73,2265,12.2,15.8,3.6,0.5,1.3,17.2,4.5,0.539,,0.539,213,0.7,665,Not MVP
1990,James Edwards,70,2283,13.3,8.6,4.3,0.5,1,10.9,5.6,0.498,0,0.499,354,0.749,1189,Not MVP
1990,James Worthy*,80,2960,19.8,9.3,15.6,1.7,1,10,10.6,0.548,0.306,0.557,317,0.782,1685,Not MVP
1990,Jaren Jackson,0,160,10.8,8,12.6,3.9,0.4,18.7,-0.1,0.362,0,0.379,21,0.81,67,Not MVP
1990,Jawann Oldham,0,90,8.433333333,15.76666667,6.933333333,1.533333333,2.766666667,29.23333333,0,0.5,,0.5,4.666666667,0.443,18,Not MVP
1990,Jay Edwards,0,26,7.8,4.4,21.3,1.9,0,10.7,0,0.429,0,0.6,3,0.333,7,Not MVP
1990,Jay Humphries,81,2818,16.4,5.5,24.8,2.7,0.2,11.8,7.6,0.494,0.3,0.508,285,0.786,1237,Not MVP
1990,Jay Taylor,0,114,9.5,5.1,7.1,2.1,1.6,15.2,-0.1,0.404,0.231,0.462,9,0.667,51,Not MVP
1990,Jay Vincent,12,918,11.73333333,7.666666667,5.966666667,1.966666667,0.666666667,14.26666667,0.333333333,0.475,0.5,0.475,32.66666667,0.798666667,428,Not MVP
1990,Jeff Grayer,40,1427,11.4,8.7,10.8,1.6,0.4,12.9,1.5,0.46,0.125,0.466,152,0.651,548,Not MVP
1990,Jeff Hornacek,60,2278,19.6,7.5,21.7,2.4,0.3,11.2,8.7,0.536,0.408,0.552,202,0.856,1179,Not MVP
1990,Jeff Lebo,0,32,5.8,7,11.8,3,0,11.3,0,0.286,,0.286,2,1,6,Not MVP
1990,Jeff Malone,74,2567,18.5,4.3,15.7,0.9,0.1,6.8,5.2,0.491,0.167,0.492,293,0.877,1820,Not MVP
1990,Jeff Martin,23,1351,8.7,6.7,4.6,1.5,0.7,9.1,0.9,0.411,0.133,0.421,129,0.705,433,Not MVP
1990,Jeff Sanders,0,182,2.5,12.7,6,1.1,1.4,26.4,-0.3,0.325,,0.325,4,0.5,28,Not MVP
1990,Jeff Turner,15,1105,6.6,10.8,6.4,1,0.6,15.5,-0.2,0.429,0.2,0.436,54,0.778,308,Not MVP
1990,Jerome Kersey,82,2843,15.7,13.2,9.2,2,1.3,10.3,8.8,0.478,0.15,0.485,390,0.69,1310,Not MVP
1990,Jerome Lane,46,956,12.8,19.8,14,2.5,1,19,1.2,0.469,0,0.477,120,0.367,334,Not MVP
1990,Jerry Reynolds,40,1817,14.1,9.4,14.1,2.4,1.9,13.6,1.3,0.417,0.071,0.424,322,0.742,858,Not MVP
1990,Jerry Sichting,16,992,5.566666667,1.5,20.7,1.1,0.166666667,9.6,0.1,0.273333333,0.25,0.285,14.66666667,0.800333333,242,Not MVP
